STATION,STATION_NAME,DATE,Visibility,Temperature,Humidity,WindSpeed,HourlyWindDirection
WBAN:94846,CHICAGO OHARE INTERNATIONAL AIRPORT IL US,16-03-2014 11:51,10,23,53,20,50
WBAN:94846,CHICAGO OHARE INTERNATIONAL AIRPORT IL US,16-03-2014 12:51,10,24,52,17,50
WBAN:94846,CHICAGO OHARE INTERNATIONAL AIRPORT IL US,16-03-2014 13:51,10,24,52,22,50
WBAN:94846,CHICAGO OHARE INTERNATIONAL AIRPORT IL US,16-03-2014 14:51,10,23,55,20,30
WBAN:94846,CHICAGO OHARE INTERNATIONAL AIRPORT IL US,16-03-2014 15:51,10,23,53,20,40
WBAN:94846,CHICAGO OHARE INTERNATIONAL AIRPORT IL US,16-03-2014 16:51,10,24,50,15,50
WBAN:94846,CHICAGO OHARE INTERNATIONAL AIRPORT IL US,16-03-2014 17:51,10,22,55,18,50
WBAN:94846,CHICAGO OHARE INTERNATIONAL AIRPORT IL US,16-03-2014 18:51,10,22,55,13,40
WBAN:94846,CHICAGO OHARE INTERNATIONAL AIRPORT IL US,16-03-2014 19:51,10,22,55,11,50
WBAN:94846,CHICAGO OHARE INTERNATIONAL AIRPORT IL US,16-03-2014 20:51,10,22,55,13,50
WBAN:94846,CHICAGO OHARE INTERNATIONAL AIRPORT IL US,16-03-2014 21:51,10,22,52,11,70
WBAN:94846,CHICAGO OHARE INTERNATIONAL AIRPORT IL US,16-03-2014 22:51,10,22,55,8,40
WBAN:94846,CHICAGO OHARE INTERNATIONAL AIRPORT IL US,16-03-2014 23:51,10,22,57,8,70
WBAN:94846,CHICAGO OHARE INTERNATIONAL AIRPORT IL US,16-03-2014 23:59,10,32,61,10,0
WBAN:94846,CHICAGO OHARE INTERNATIONAL AIRPORT IL US,17-03-2014 00:51,10,21,62,6,90
WBAN:94846,CHICAGO OHARE INTERNATIONAL AIRPORT IL US,17-03-2014 01:51,10,21,62,7,60
WBAN:94846,CHICAGO OHARE INTERNATIONAL AIRPORT IL US,17-03-2014 02:51,10,21,62,6,90
WBAN:94846,CHICAGO OHARE INTERNATIONAL AIRPORT IL US,17-03-2014 03:51,10,20,65,7,90
WBAN:94846,CHICAGO OHARE INTERNATIONAL AIRPORT IL US,17-03-2014 04:51,10,20,62,7,100
WBAN:94846,CHICAGO OHARE INTERNATIONAL AIRPORT IL US,17-03-2014 05:51,10,20,57,8,100
WBAN:94846,CHICAGO OHARE INTERNATIONAL AIRPORT IL US,17-03-2014 06:51,10,22,50,10,110
WBAN:94846,CHICAGO OHARE INTERNATIONAL AIRPORT IL US,17-03-2014 07:51,10,24,46,9,140
WBAN:94846,CHICAGO OHARE INTERNATIONAL AIRPORT IL US,17-03-2014 08:51,10,26,38,9,130
WBAN:94846,CHICAGO OHARE INTERNATIONAL AIRPORT IL US,17-03-2014 09:51,10,27,39,6,140
WBAN:94846,CHICAGO OHARE INTERNATIONAL AIRPORT IL US,17-03-2014 10:51,10,30,34,5,100
WBAN:94846,CHICAGO OHARE INTERNATIONAL AIRPORT IL US,17-03-2014 11:51,10,33,32,7,160
WBAN:94846,CHICAGO OHARE INTERNATIONAL AIRPORT IL US,17-03-2014 12:51,10,35,31,8,120
WBAN:94846,CHICAGO OHARE INTERNATIONAL AIRPORT IL US,17-03-2014 13:51,10,38,31,10,160
WBAN:94846,CHICAGO OHARE INTERNATIONAL AIRPORT IL US,17-03-2014 14:51,10,39,30,9,150
WBAN:94846,CHICAGO OHARE INTERNATIONAL AIRPORT IL US,17-03-2014 15:51,10,40,33,9,150
WBAN:94846,CHICAGO OHARE INTERNATIONAL AIRPORT IL US,17-03-2014 16:51,10,39,39,11,180
WBAN:94846,CHICAGO OHARE INTERNATIONAL AIRPORT IL US,17-03-2014 17:51,10,36,46,9,180
WBAN:94846,CHICAGO OHARE INTERNATIONAL AIRPORT IL US,17-03-2014 18:51,10,34,56,10,170
WBAN:94846,CHICAGO OHARE INTERNATIONAL AIRPORT IL US,17-03-2014 19:51,10,33,61,10,160
WBAN:94846,CHICAGO OHARE INTERNATIONAL AIRPORT IL US,17-03-2014 20:51,10,33,66,10,170
WBAN:94846,CHICAGO OHARE INTERNATIONAL AIRPORT IL US,17-03-2014 21:51,10,32,69,8,180
WBAN:94846,CHICAGO OHARE INTERNATIONAL AIRPORT IL US,17-03-2014 22:51,10,30,72,7,160
WBAN:94846,CHICAGO OHARE INTERNATIONAL AIRPORT IL US,17-03-2014 23:51,10,29,75,8,160
WBAN:94846,CHICAGO OHARE INTERNATIONAL AIRPORT IL US,17-03-2014 23:59,10,32,61,10,0
WBAN:94846,CHICAGO OHARE INTERNATIONAL AIRPORT IL US,18-03-2014 00:51,10,30,72,5,150
WBAN:94846,CHICAGO OHARE INTERNATIONAL AIRPORT IL US,18-03-2014 01:51,10,30,72,9,150
WBAN:94846,CHICAGO OHARE INTERNATIONAL AIRPORT IL US,18-03-2014 02:51,10,29,75,8,160
WBAN:94846,CHICAGO OHARE INTERNATIONAL AIRPORT IL US,18-03-2014 03:51,10,29,75,7,160
WBAN:94846,CHICAGO OHARE INTERNATIONAL AIRPORT IL US,18-03-2014 04:51,8,29,75,8,150
WBAN:94846,CHICAGO OHARE INTERNATIONAL AIRPORT IL US,18-03-2014 05:51,10,29,75,5,150
WBAN:94846,CHICAGO OHARE INTERNATIONAL AIRPORT IL US,18-03-2014 06:51,8,31,76,8,130
WBAN:94846,CHICAGO OHARE INTERNATIONAL AIRPORT IL US,18-03-2014 07:51,10,35,67,10,160
WBAN:94846,CHICAGO OHARE INTERNATIONAL AIRPORT IL US,18-03-2014 08:51,10,38,60,9,170
WBAN:94846,CHICAGO OHARE INTERNATIONAL AIRPORT IL US,18-03-2014 09:51,10,41,55,10,170
WBAN:94846,CHICAGO OHARE INTERNATIONAL AIRPORT IL US,18-03-2014 10:51,10,44,53,11,180
WBAN:94846,CHICAGO OHARE INTERNATIONAL AIRPORT IL US,18-03-2014 11:51,10,48,50,15,130
WBAN:94846,CHICAGO OHARE INTERNATIONAL AIRPORT IL US,18-03-2014 12:51,10,50,48,17,150
WBAN:94846,CHICAGO OHARE INTERNATIONAL AIRPORT IL US,18-03-2014 13:51,10,51,46,14,150
WBAN:94846,CHICAGO OHARE INTERNATIONAL AIRPORT IL US,18-03-2014 14:51,10,50,46,15,140
WBAN:94846,CHICAGO OHARE INTERNATIONAL AIRPORT IL US,18-03-2014 15:51,10,51,48,16,140
WBAN:94846,CHICAGO OHARE INTERNATIONAL AIRPORT IL US,18-03-2014 16:51,10,50,50,21,130
WBAN:94846,CHICAGO OHARE INTERNATIONAL AIRPORT IL US,18-03-2014 17:51,10,47,56,14,110
WBAN:94846,CHICAGO OHARE INTERNATIONAL AIRPORT IL US,18-03-2014 18:51,10,46,61,11,120
WBAN:94846,CHICAGO OHARE INTERNATIONAL AIRPORT IL US,18-03-2014 19:51,10,46,61,10,130
WBAN:94846,CHICAGO OHARE INTERNATIONAL AIRPORT IL US,18-03-2014 20:51,10,46,63,11,130
WBAN:94846,CHICAGO OHARE INTERNATIONAL AIRPORT IL US,18-03-2014 21:51,10,46,66,14,160
WBAN:94846,CHICAGO OHARE INTERNATIONAL AIRPORT IL US,18-03-2014 22:51,10,46,68,11,180
WBAN:94846,CHICAGO OHARE INTERNATIONAL AIRPORT IL US,18-03-2014 23:51,10,46,68,11,170
WBAN:94846,CHICAGO OHARE INTERNATIONAL AIRPORT IL US,18-03-2014 23:59,10,32,61,10,0
WBAN:94846,CHICAGO OHARE INTERNATIONAL AIRPORT IL US,19-03-2014 00:51,10,45,71,13,170
WBAN:94846,CHICAGO OHARE INTERNATIONAL AIRPORT IL US,19-03-2014 01:51,10,44,76,9,180
WBAN:94846,CHICAGO OHARE INTERNATIONAL AIRPORT IL US,19-03-2014 02:51,8,44,79,9,190
WBAN:94846,CHICAGO OHARE INTERNATIONAL AIRPORT IL US,19-03-2014 03:51,5,42,85,5,170
WBAN:94846,CHICAGO OHARE INTERNATIONAL AIRPORT IL US,19-03-2014 04:51,4,42,89,6,170
WBAN:94846,CHICAGO OHARE INTERNATIONAL AIRPORT IL US,19-03-2014 05:51,4,43,86,7,180
WBAN:94846,CHICAGO OHARE INTERNATIONAL AIRPORT IL US,19-03-2014 06:51,3,43,89,7,200
WBAN:94846,CHICAGO OHARE INTERNATIONAL AIRPORT IL US,19-03-2014 07:51,4,45,83,9,250
WBAN:94846,CHICAGO OHARE INTERNATIONAL AIRPORT IL US,19-03-2014 08:51,6,45,83,9,270
WBAN:94846,CHICAGO OHARE INTERNATIONAL AIRPORT IL US,19-03-2014 09:51,6,45,83,11,280
WBAN:94846,CHICAGO OHARE INTERNATIONAL AIRPORT IL US,19-03-2014 10:51,4,42,82,15,290
WBAN:94846,CHICAGO OHARE INTERNATIONAL AIRPORT IL US,19-03-2014 11:51,7,40,79,16,310
WBAN:94846,CHICAGO OHARE INTERNATIONAL AIRPORT IL US,19-03-2014 12:51,8,40,73,20,300
WBAN:94846,CHICAGO OHARE INTERNATIONAL AIRPORT IL US,19-03-2014 13:51,10,39,73,16,280
WBAN:94846,CHICAGO OHARE INTERNATIONAL AIRPORT IL US,19-03-2014 14:51,10,40,70,15,280
WBAN:94846,CHICAGO OHARE INTERNATIONAL AIRPORT IL US,19-03-2014 15:51,10,40,70,17,280
WBAN:94846,CHICAGO OHARE INTERNATIONAL AIRPORT IL US,19-03-2014 16:51,7,38,73,16,270
WBAN:94846,CHICAGO OHARE INTERNATIONAL AIRPORT IL US,19-03-2014 17:51,9,37,70,21,290
WBAN:94846,CHICAGO OHARE INTERNATIONAL AIRPORT IL US,19-03-2014 18:51,10,37,65,15,280
WBAN:94846,CHICAGO OHARE INTERNATIONAL AIRPORT IL US,19-03-2014 19:51,10,36,62,13,290
WBAN:94846,CHICAGO OHARE INTERNATIONAL AIRPORT IL US,19-03-2014 20:51,10,35,64,14,280
WBAN:94846,CHICAGO OHARE INTERNATIONAL AIRPORT IL US,19-03-2014 21:51,10,35,61,14,300
WBAN:94846,CHICAGO OHARE INTERNATIONAL AIRPORT IL US,19-03-2014 22:51,10,35,59,14,300
WBAN:94846,CHICAGO OHARE INTERNATIONAL AIRPORT IL US,19-03-2014 23:51,10,35,57,15,300
WBAN:94846,CHICAGO OHARE INTERNATIONAL AIRPORT IL US,19-03-2014 23:59,10,32,61,10,0
WBAN:94846,CHICAGO OHARE INTERNATIONAL AIRPORT IL US,20-03-2014 00:51,10,34,56,11,310
WBAN:94846,CHICAGO OHARE INTERNATIONAL AIRPORT IL US,20-03-2014 01:51,10,33,58,7,280
WBAN:94846,CHICAGO OHARE INTERNATIONAL AIRPORT IL US,20-03-2014 02:51,10,31,64,5,240
WBAN:94846,CHICAGO OHARE INTERNATIONAL AIRPORT IL US,20-03-2014 03:51,10,31,69,7,250
WBAN:94846,CHICAGO OHARE INTERNATIONAL AIRPORT IL US,20-03-2014 04:51,10,32,73,8,260
WBAN:94846,CHICAGO OHARE INTERNATIONAL AIRPORT IL US,20-03-2014 05:51,0.5,31,85,10,260
WBAN:94846,CHICAGO OHARE INTERNATIONAL AIRPORT IL US,20-03-2014 06:51,2.5,31,85,9,250
WBAN:94846,CHICAGO OHARE INTERNATIONAL AIRPORT IL US,20-03-2014 07:51,7,32,82,8,250
WBAN:94846,CHICAGO OHARE INTERNATIONAL AIRPORT IL US,20-03-2014 08:51,10,35,76,6,250
WBAN:94846,CHICAGO OHARE INTERNATIONAL AIRPORT IL US,20-03-2014 09:51,10,38,68,8,270
WBAN:94846,CHICAGO OHARE INTERNATIONAL AIRPORT IL US,20-03-2014 10:51,10,41,60,11,260
WBAN:94846,CHICAGO OHARE INTERNATIONAL AIRPORT IL US,20-03-2014 11:51,10,43,53,7,250
WBAN:94846,CHICAGO OHARE INTERNATIONAL AIRPORT IL US,20-03-2014 12:51,10,45,46,14,300
WBAN:94846,CHICAGO OHARE INTERNATIONAL AIRPORT IL US,20-03-2014 13:51,10,45,46,7,320
WBAN:94846,CHICAGO OHARE INTERNATIONAL AIRPORT IL US,20-03-2014 14:51,10,46,37,9,340
WBAN:94846,CHICAGO OHARE INTERNATIONAL AIRPORT IL US,20-03-2014 15:51,10,47,34,6,320
WBAN:94846,CHICAGO OHARE INTERNATIONAL AIRPORT IL US,20-03-2014 16:51,10,44,40,8,330
WBAN:94846,CHICAGO OHARE INTERNATIONAL AIRPORT IL US,20-03-2014 17:51,10,43,40,9,310
WBAN:94846,CHICAGO OHARE INTERNATIONAL AIRPORT IL US,20-03-2014 18:51,10,39,55,8,80
WBAN:94846,CHICAGO OHARE INTERNATIONAL AIRPORT IL US,20-03-2014 19:51,10,38,55,6,90
WBAN:94846,CHICAGO OHARE INTERNATIONAL AIRPORT IL US,20-03-2014 20:51,10,36,59,5,140
WBAN:94846,CHICAGO OHARE INTERNATIONAL AIRPORT IL US,20-03-2014 21:51,10,35,64,6,150
WBAN:94846,CHICAGO OHARE INTERNATIONAL AIRPORT IL US,20-03-2014 22:51,10,31,69,3,170
WBAN:94846,CHICAGO OHARE INTERNATIONAL AIRPORT IL US,20-03-2014 23:51,10,35,64,3,120
WBAN:94846,CHICAGO OHARE INTERNATIONAL AIRPORT IL US,20-03-2014 23:59,10,32,61,10,0
WBAN:94846,CHICAGO OHARE INTERNATIONAL AIRPORT IL US,21-03-2014 00:51,10,36,62,5,80
WBAN:94846,CHICAGO OHARE INTERNATIONAL AIRPORT IL US,21-03-2014 01:51,10,35,64,7,110
WBAN:94846,CHICAGO OHARE INTERNATIONAL AIRPORT IL US,21-03-2014 02:51,10,34,70,9,140
WBAN:94846,CHICAGO OHARE INTERNATIONAL AIRPORT IL US,21-03-2014 03:51,8,31,82,6,130
WBAN:94846,CHICAGO OHARE INTERNATIONAL AIRPORT IL US,21-03-2014 04:51,6,32,82,7,130
WBAN:94846,CHICAGO OHARE INTERNATIONAL AIRPORT IL US,21-03-2014 05:51,4,33,82,8,110
WBAN:94846,CHICAGO OHARE INTERNATIONAL AIRPORT IL US,21-03-2014 06:51,3,34,82,7,100
WBAN:94846,CHICAGO OHARE INTERNATIONAL AIRPORT IL US,21-03-2014 07:51,5,37,76,9,110
WBAN:94846,CHICAGO OHARE INTERNATIONAL AIRPORT IL US,21-03-2014 08:51,6,39,70,10,110
WBAN:94846,CHICAGO OHARE INTERNATIONAL AIRPORT IL US,21-03-2014 09:51,7,42,65,8,130
WBAN:94846,CHICAGO OHARE INTERNATIONAL AIRPORT IL US,21-03-2014 10:51,8,45,61,9,120
WBAN:94846,CHICAGO OHARE INTERNATIONAL AIRPORT IL US,21-03-2014 11:51,9,49,55,11,100
WBAN:94846,CHICAGO OHARE INTERNATIONAL AIRPORT IL US,21-03-2014 12:51,10,50,54,16,140
WBAN:94846,CHICAGO OHARE INTERNATIONAL AIRPORT IL US,21-03-2014 13:51,10,51,52,14,130
WBAN:94846,CHICAGO OHARE INTERNATIONAL AIRPORT IL US,21-03-2014 14:51,10,56,51,16,170
WBAN:94846,CHICAGO OHARE INTERNATIONAL AIRPORT IL US,21-03-2014 15:51,10,56,53,17,190
WBAN:94846,CHICAGO OHARE INTERNATIONAL AIRPORT IL US,21-03-2014 16:51,10,55,55,8,190
WBAN:94846,CHICAGO OHARE INTERNATIONAL AIRPORT IL US,21-03-2014 17:51,10,57,44,16,240
WBAN:94846,CHICAGO OHARE INTERNATIONAL AIRPORT IL US,21-03-2014 18:51,10,55,51,13,270
WBAN:94846,CHICAGO OHARE INTERNATIONAL AIRPORT IL US,21-03-2014 19:51,10,51,61,17,280
WBAN:94846,CHICAGO OHARE INTERNATIONAL AIRPORT IL US,21-03-2014 20:51,10,48,54,14,300
WBAN:94846,CHICAGO OHARE INTERNATIONAL AIRPORT IL US,21-03-2014 21:51,10,46,56,13,310
WBAN:94846,CHICAGO OHARE INTERNATIONAL AIRPORT IL US,21-03-2014 22:51,10,42,65,18,300
WBAN:94846,CHICAGO OHARE INTERNATIONAL AIRPORT IL US,21-03-2014 23:51,10,40,65,17,300
WBAN:94846,CHICAGO OHARE INTERNATIONAL AIRPORT IL US,21-03-2014 23:59,10,32,61,10,0
WBAN:94846,CHICAGO OHARE INTERNATIONAL AIRPORT IL US,22-03-2014 00:51,10,39,65,14,300
WBAN:94846,CHICAGO OHARE INTERNATIONAL AIRPORT IL US,22-03-2014 01:51,10,40,55,20,330
WBAN:94846,CHICAGO OHARE INTERNATIONAL AIRPORT IL US,22-03-2014 02:51,10,39,60,17,310
WBAN:94846,CHICAGO OHARE INTERNATIONAL AIRPORT IL US,22-03-2014 03:51,10,38,62,14,320
WBAN:94846,CHICAGO OHARE INTERNATIONAL AIRPORT IL US,22-03-2014 04:51,10,38,62,13,320
WBAN:94846,CHICAGO OHARE INTERNATIONAL AIRPORT IL US,22-03-2014 05:51,10,37,62,11,320
WBAN:94846,CHICAGO OHARE INTERNATIONAL AIRPORT IL US,22-03-2014 06:51,10,37,62,11,310
WBAN:94846,CHICAGO OHARE INTERNATIONAL AIRPORT IL US,22-03-2014 07:51,10,37,62,8,300
WBAN:94846,CHICAGO OHARE INTERNATIONAL AIRPORT IL US,22-03-2014 08:51,10,40,53,13,340
WBAN:94846,CHICAGO OHARE INTERNATIONAL AIRPORT IL US,22-03-2014 09:51,10,40,51,14,330
WBAN:94846,CHICAGO OHARE INTERNATIONAL AIRPORT IL US,22-03-2014 10:51,10,41,51,15,330
WBAN:94846,CHICAGO OHARE INTERNATIONAL AIRPORT IL US,22-03-2014 11:51,10,41,51,15,310
WBAN:94846,CHICAGO OHARE INTERNATIONAL AIRPORT IL US,22-03-2014 12:51,10,40,53,11,310
WBAN:94846,CHICAGO OHARE INTERNATIONAL AIRPORT IL US,22-03-2014 13:51,10,40,49,13,290
WBAN:94846,CHICAGO OHARE INTERNATIONAL AIRPORT IL US,22-03-2014 14:51,10,39,55,16,300
WBAN:94846,CHICAGO OHARE INTERNATIONAL AIRPORT IL US,22-03-2014 15:51,10,39,48,15,310
WBAN:94846,CHICAGO OHARE INTERNATIONAL AIRPORT IL US,22-03-2014 16:51,10,36,48,14,290
WBAN:94846,CHICAGO OHARE INTERNATIONAL AIRPORT IL US,22-03-2014 17:51,10,35,48,14,320
WBAN:94846,CHICAGO OHARE INTERNATIONAL AIRPORT IL US,22-03-2014 18:51,10,35,44,14,330
WBAN:94846,CHICAGO OHARE INTERNATIONAL AIRPORT IL US,22-03-2014 19:51,10,34,44,11,340
WBAN:94846,CHICAGO OHARE INTERNATIONAL AIRPORT IL US,22-03-2014 20:51,10,32,45,11,340
WBAN:94846,CHICAGO OHARE INTERNATIONAL AIRPORT IL US,22-03-2014 21:51,10,31,42,14,10
WBAN:94846,CHICAGO OHARE INTERNATIONAL AIRPORT IL US,22-03-2014 22:51,10,29,45,10,360
WBAN:94846,CHICAGO OHARE INTERNATIONAL AIRPORT IL US,22-03-2014 23:51,10,27,45,15,350
WBAN:94846,CHICAGO OHARE INTERNATIONAL AIRPORT IL US,22-03-2014 23:59,10,32,61,10,0
WBAN:94846,CHICAGO OHARE INTERNATIONAL AIRPORT IL US,23-03-2014 00:51,10,25,46,16,340
WBAN:94846,CHICAGO OHARE INTERNATIONAL AIRPORT IL US,23-03-2014 01:51,10,24,48,14,360
WBAN:94846,CHICAGO OHARE INTERNATIONAL AIRPORT IL US,23-03-2014 02:51,10,23,50,15,340
WBAN:94846,CHICAGO OHARE INTERNATIONAL AIRPORT IL US,23-03-2014 03:51,10,22,52,15,340
WBAN:94846,CHICAGO OHARE INTERNATIONAL AIRPORT IL US,23-03-2014 04:51,10,21,54,13,340
WBAN:94846,CHICAGO OHARE INTERNATIONAL AIRPORT IL US,23-03-2014 05:51,10,20,57,10,350
WBAN:94846,CHICAGO OHARE INTERNATIONAL AIRPORT IL US,23-03-2014 06:51,10,21,54,11,350
WBAN:94846,CHICAGO OHARE INTERNATIONAL AIRPORT IL US,23-03-2014 07:51,10,22,48,11,360
WBAN:94846,CHICAGO OHARE INTERNATIONAL AIRPORT IL US,23-03-2014 08:51,10,23,48,9,360
WBAN:94846,CHICAGO OHARE INTERNATIONAL AIRPORT IL US,23-03-2014 09:51,10,26,44,9,360
WBAN:94846,CHICAGO OHARE INTERNATIONAL AIRPORT IL US,23-03-2014 10:51,10,27,45,10,300
WBAN:94846,CHICAGO OHARE INTERNATIONAL AIRPORT IL US,23-03-2014 11:51,10,28,41,11,310
WBAN:94846,CHICAGO OHARE INTERNATIONAL AIRPORT IL US,23-03-2014 12:51,10,30,38,9,330
WBAN:94846,CHICAGO OHARE INTERNATIONAL AIRPORT IL US,23-03-2014 13:51,10,29,36,3,300
WBAN:94846,CHICAGO OHARE INTERNATIONAL AIRPORT IL US,23-03-2014 14:51,10,31,36,10,280
WBAN:94846,CHICAGO OHARE INTERNATIONAL AIRPORT IL US,23-03-2014 15:51,10,31,35,8,280
WBAN:94846,CHICAGO OHARE INTERNATIONAL AIRPORT IL US,23-03-2014 16:51,10,28,43,11,320
WBAN:94846,CHICAGO OHARE INTERNATIONAL AIRPORT IL US,23-03-2014 17:51,10,28,41,10,340
WBAN:94846,CHICAGO OHARE INTERNATIONAL AIRPORT IL US,23-03-2014 18:51,10,27,41,7,340
WBAN:94846,CHICAGO OHARE INTERNATIONAL AIRPORT IL US,23-03-2014 19:51,10,25,53,7,100
WBAN:94846,CHICAGO OHARE INTERNATIONAL AIRPORT IL US,23-03-2014 20:51,10,21,65,7,150
WBAN:94846,CHICAGO OHARE INTERNATIONAL AIRPORT IL US,23-03-2014 21:51,10,20,68,7,170
WBAN:94846,CHICAGO OHARE INTERNATIONAL AIRPORT IL US,23-03-2014 22:51,10,21,65,6,190
WBAN:94846,CHICAGO OHARE INTERNATIONAL AIRPORT IL US,23-03-2014 23:51,10,21,65,5,220
WBAN:94846,CHICAGO OHARE INTERNATIONAL AIRPORT IL US,23-03-2014 23:59,10,32,61,10,0
WBAN:94846,CHICAGO OHARE INTERNATIONAL AIRPORT IL US,24-03-2014 00:51,10,21,65,5,220
WBAN:94846,CHICAGO OHARE INTERNATIONAL AIRPORT IL US,24-03-2014 01:51,10,20,68,5,240
WBAN:94846,CHICAGO OHARE INTERNATIONAL AIRPORT IL US,24-03-2014 02:51,10,21,62,6,330
